Food Name,Ingredients,Detected Allergens,Risk Level,Notes,Alternative Suggestions
Spring Rolls,"Wheat, Vegetables, Soy Sauce","Vegetables, Wheat, Soy Sauce",High Risk,"⚠️ High Risk: Contains Vegetables, Wheat, Soy Sauce. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Aloo Paratha,"Wheat, Potatoes, Spices","Spices, Wheat, Potatoes",High Risk,"⚠️ High Risk: Contains Spices, Wheat, Potatoes. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Shrimp Fried Rice,"Rice, Shrimp, Eggs, Vegetables","Shrimp, Eggs",High Risk,"⚠️ High Risk: Contains Shrimp, Eggs. Avoid if allergic!","Chia Seeds, Flaxseeds"
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce","Vegetables, Wheat",High Risk,"⚠️ High Risk: Contains Vegetables, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Chicken 65,"Chicken, Cornflour, Spices","Spices, Cornflour, Chicken",High Risk,"⚠️ High Risk: Contains Spices, Cornflour, Chicken. Avoid if allergic!",
Tandoori Chicken,"Chicken, Yogurt, Spices",Spices,Medium Risk,⚠️ Medium Risk: Contains Spices. Avoid if allergic!,
Rasgulla,"Milk, Sugar",Sugar,Medium Risk,⚠️ Medium Risk: Contains Sugar. Avoid if allergic!,
Schezwan Fried Rice,"Rice, Schezwan Sauce, Vegetables",Rice,Medium Risk,⚠️ Medium Risk: Contains Rice. Avoid if allergic!,
Chilli Paneer,"Paneer, Capsicum, Soy Sauce","Paneer, Soy Sauce, Capsicum",High Risk,"⚠️ High Risk: Contains Paneer, Soy Sauce, Capsicum. Avoid if allergic!",
Aloo Paratha,"Wheat, Potatoes, Spices","Potatoes, Spices",High Risk,"⚠️ High Risk: Contains Potatoes, Spices. Avoid if allergic!",
Idli Sambar,"Rice, Lentils, Vegetables","Rice, Vegetables",High Risk,"⚠️ High Risk: Contains Rice, Vegetables. Avoid if allergic!",
Palak Paneer,"Spinach, Paneer, Cream",Cream,Medium Risk,⚠️ Medium Risk: Contains Cream. Avoid if allergic!,
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic","Lentils, Tomatoes",High Risk,"⚠️ High Risk: Contains Lentils, Tomatoes. Avoid if allergic!",
Aloo Paratha,"Wheat, Potatoes, Spices",Spices,Medium Risk,⚠️ Medium Risk: Contains Spices. Avoid if allergic!,
Aloo Paratha,"Wheat, Potatoes, Spices","Wheat, Spices",High Risk,"⚠️ High Risk: Contains Wheat, Spices. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Shrimp Fried Rice,"Rice, Shrimp, Eggs, Vegetables",Rice,Medium Risk,⚠️ Medium Risk: Contains Rice. Avoid if allergic!,
Shrimp Fried Rice,"Rice, Shrimp, Eggs, Vegetables","Eggs, Shrimp, Vegetables",High Risk,"⚠️ High Risk: Contains Eggs, Shrimp, Vegetables. Avoid if allergic!","Chia Seeds, Flaxseeds"
Peanut Chikki,"Peanuts, Jaggery","Peanuts, Jaggery",High Risk,"⚠️ High Risk: Contains Peanuts, Jaggery. Avoid if allergic!","Sunflower Butter, Almond Butter"
Manchow Soup,"Vegetables, Soy Sauce, Garlic","Garlic, Soy Sauce",High Risk,"⚠️ High Risk: Contains Garlic, Soy Sauce. Avoid if allergic!",
Chilli Paneer,"Paneer, Capsicum, Soy Sauce",Paneer,Medium Risk,⚠️ Medium Risk: Contains Paneer. Avoid if allergic!,
Masala Dosa,"Rice, Lentils, Potatoes","Lentils, Rice, Potatoes",High Risk,"⚠️ High Risk: Contains Lentils, Rice, Potatoes. Avoid if allergic!",
Gobi Manchurian,"Cauliflower, Cornflour, Soy Sauce, Garlic","Cauliflower, Soy Sauce",High Risk,"⚠️ High Risk: Contains Cauliflower, Soy Sauce. Avoid if allergic!",
Palak Paneer,"Spinach, Paneer, Cream","Paneer, Spinach, Cream",High Risk,"⚠️ High Risk: Contains Paneer, Spinach, Cream. Avoid if allergic!",
Pav Bhaji,"Vegetables, Butter, Bread",Vegetables,Medium Risk,⚠️ Medium Risk: Contains Vegetables. Avoid if allergic!,
Pav Bhaji,"Vegetables, Butter, Bread",Bread,Medium Risk,⚠️ Medium Risk: Contains Bread. Avoid if allergic!,
Momos,"Wheat, Vegetables, Chicken","Chicken, Wheat, Vegetables",High Risk,"⚠️ High Risk: Contains Chicken, Wheat, Vegetables. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Aloo Paratha,"Wheat, Potatoes, Spices","Wheat, Spices, Potatoes",High Risk,"⚠️ High Risk: Contains Wheat, Spices, Potatoes. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Rasgulla,"Milk, Sugar","Sugar, Milk",High Risk,"⚠️ High Risk: Contains Sugar, Milk. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk"
Chilli Paneer,"Paneer, Capsicum, Soy Sauce",Capsicum,Medium Risk,⚠️ Medium Risk: Contains Capsicum. Avoid if allergic!,
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic",Tomatoes,Medium Risk,⚠️ Medium Risk: Contains Tomatoes. Avoid if allergic!,
Shrimp Fried Rice,"Rice, Shrimp, Eggs, Vegetables","Eggs, Vegetables",High Risk,"⚠️ High Risk: Contains Eggs, Vegetables. Avoid if allergic!","Chia Seeds, Flaxseeds"
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce","Chicken, Soy Sauce",High Risk,"⚠️ High Risk: Contains Chicken, Soy Sauce. Avoid if allergic!",
Fried Wontons,"Wheat, Vegetables, Soy Sauce","Wheat, Soy Sauce, Vegetables",High Risk,"⚠️ High Risk: Contains Wheat, Soy Sauce, Vegetables. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Paneer Tikka,"Paneer, Yogurt, Spices","Yogurt, Spices, Paneer",High Risk,"⚠️ High Risk: Contains Yogurt, Spices, Paneer. Avoid if allergic!",
Momos,"Wheat, Vegetables, Chicken","Vegetables, Chicken, Wheat",High Risk,"⚠️ High Risk: Contains Vegetables, Chicken, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Mapo Tofu,"Tofu, Soy Sauce, Sichuan Pepper","Sichuan Pepper, Soy Sauce",High Risk,"⚠️ High Risk: Contains Sichuan Pepper, Soy Sauce. Avoid if allergic!",
Fish Curry,"Fish, Coconut, Spices","Fish, Coconut, Spices",High Risk,"⚠️ High Risk: Contains Fish, Coconut, Spices. Avoid if allergic!",
Chicken 65,"Chicken, Cornflour, Spices",Cornflour,Medium Risk,⚠️ Medium Risk: Contains Cornflour. Avoid if allergic!,
Rajma Chawal,"Kidney Beans, Rice, Spices",Kidney Beans,Medium Risk,⚠️ Medium Risk: Contains Kidney Beans. Avoid if allergic!,
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Mapo Tofu,"Tofu, Soy Sauce, Sichuan Pepper",Tofu,Medium Risk,⚠️ Medium Risk: Contains Tofu. Avoid if allergic!,
Tandoori Chicken,"Chicken, Yogurt, Spices",Chicken,Medium Risk,⚠️ Medium Risk: Contains Chicken. Avoid if allergic!,
Paneer Tikka,"Paneer, Yogurt, Spices","Paneer, Yogurt, Spices",High Risk,"⚠️ High Risk: Contains Paneer, Yogurt, Spices. Avoid if allergic!",
Spring Rolls,"Wheat, Vegetables, Soy Sauce",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Gobi Manchurian,"Cauliflower, Cornflour, Soy Sauce, Garlic",Cornflour,Medium Risk,⚠️ Medium Risk: Contains Cornflour. Avoid if allergic!,
Fried Wontons,"Wheat, Vegetables, Soy Sauce","Wheat, Soy Sauce",High Risk,"⚠️ High Risk: Contains Wheat, Soy Sauce. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Paneer Tikka,"Paneer, Yogurt, Spices",Yogurt,Medium Risk,⚠️ Medium Risk: Contains Yogurt. Avoid if allergic!,
Malai Kofta,"Paneer, Cream, Spices","Spices, Paneer",High Risk,"⚠️ High Risk: Contains Spices, Paneer. Avoid if allergic!",
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce",Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Rajma Chawal,"Kidney Beans, Rice, Spices",Rice,Medium Risk,⚠️ Medium Risk: Contains Rice. Avoid if allergic!,
Mapo Tofu,"Tofu, Soy Sauce, Sichuan Pepper","Sichuan Pepper, Tofu, Soy Sauce",High Risk,"⚠️ High Risk: Contains Sichuan Pepper, Tofu, Soy Sauce. Avoid if allergic!",
Chicken Biryani,"Rice, Chicken, Spices","Chicken, Spices, Rice",High Risk,"⚠️ High Risk: Contains Chicken, Spices, Rice. Avoid if allergic!",
Dhokla,"Chickpea Flour, Yogurt","Yogurt, Chickpea Flour",High Risk,"⚠️ High Risk: Contains Yogurt, Chickpea Flour. Avoid if allergic!",
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce",Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Schezwan Fried Rice,"Rice, Schezwan Sauce, Vegetables","Rice, Vegetables",High Risk,"⚠️ High Risk: Contains Rice, Vegetables. Avoid if allergic!",
Chow Mein,"Wheat, Vegetables, Soy Sauce","Wheat, Vegetables, Soy Sauce",High Risk,"⚠️ High Risk: Contains Wheat, Vegetables, Soy Sauce. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper","Vegetables, Tofu",High Risk,"⚠️ High Risk: Contains Vegetables, Tofu. Avoid if allergic!",
Gobi Manchurian,"Cauliflower, Cornflour, Soy Sauce, Garlic",Cauliflower,Medium Risk,⚠️ Medium Risk: Contains Cauliflower. Avoid if allergic!,
Chicken 65,"Chicken, Cornflour, Spices","Spices, Cornflour",High Risk,"⚠️ High Risk: Contains Spices, Cornflour. Avoid if allergic!",
Momos,"Wheat, Vegetables, Chicken",Chicken,Medium Risk,⚠️ Medium Risk: Contains Chicken. Avoid if allergic!,
Rajma Chawal,"Kidney Beans, Rice, Spices","Rice, Spices, Kidney Beans",High Risk,"⚠️ High Risk: Contains Rice, Spices, Kidney Beans. Avoid if allergic!",
Peanut Chikki,"Peanuts, Jaggery",Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Idli Sambar,"Rice, Lentils, Vegetables","Vegetables, Rice, Lentils",High Risk,"⚠️ High Risk: Contains Vegetables, Rice, Lentils. Avoid if allergic!",
Chicken Biryani,"Rice, Chicken, Spices","Rice, Chicken, Spices",High Risk,"⚠️ High Risk: Contains Rice, Chicken, Spices. Avoid if allergic!",
Dhokla,"Chickpea Flour, Yogurt",Yogurt,Medium Risk,⚠️ Medium Risk: Contains Yogurt. Avoid if allergic!,
Gobi Manchurian,"Cauliflower, Cornflour, Soy Sauce, Garlic",Garlic,Medium Risk,⚠️ Medium Risk: Contains Garlic. Avoid if allergic!,
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce","Vegetables, Soy Sauce, Wheat",High Risk,"⚠️ High Risk: Contains Vegetables, Soy Sauce, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Fish Curry,"Fish, Coconut, Spices","Fish, Coconut, Spices",High Risk,"⚠️ High Risk: Contains Fish, Coconut, Spices. Avoid if allergic!",
Aloo Paratha,"Wheat, Potatoes, Spices","Potatoes, Wheat, Spices",High Risk,"⚠️ High Risk: Contains Potatoes, Wheat, Spices. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Chilli Paneer,"Paneer, Capsicum, Soy Sauce","Paneer, Soy Sauce, Capsicum",High Risk,"⚠️ High Risk: Contains Paneer, Soy Sauce, Capsicum. Avoid if allergic!",
Malai Kofta,"Paneer, Cream, Spices","Cream, Spices",High Risk,"⚠️ High Risk: Contains Cream, Spices. Avoid if allergic!",
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic","Lentils, Tomatoes, Garlic",High Risk,"⚠️ High Risk: Contains Lentils, Tomatoes, Garlic. Avoid if allergic!",
Chilli Paneer,"Paneer, Capsicum, Soy Sauce","Soy Sauce, Capsicum",High Risk,"⚠️ High Risk: Contains Soy Sauce, Capsicum. Avoid if allergic!",
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic",Lentils,Medium Risk,⚠️ Medium Risk: Contains Lentils. Avoid if allergic!,
Aloo Paratha,"Wheat, Potatoes, Spices","Potatoes, Wheat",High Risk,"⚠️ High Risk: Contains Potatoes, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Peanut Chikki,"Peanuts, Jaggery","Jaggery, Peanuts",High Risk,"⚠️ High Risk: Contains Jaggery, Peanuts. Avoid if allergic!","Sunflower Butter, Almond Butter"
Fish Curry,"Fish, Coconut, Spices","Coconut, Fish",High Risk,"⚠️ High Risk: Contains Coconut, Fish. Avoid if allergic!",
Masala Dosa,"Rice, Lentils, Potatoes","Potatoes, Rice, Lentils",High Risk,"⚠️ High Risk: Contains Potatoes, Rice, Lentils. Avoid if allergic!",
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic",Garlic,Medium Risk,⚠️ Medium Risk: Contains Garlic. Avoid if allergic!,
Masala Dosa,"Rice, Lentils, Potatoes","Lentils, Potatoes",High Risk,"⚠️ High Risk: Contains Lentils, Potatoes. Avoid if allergic!",
Chow Mein,"Wheat, Vegetables, Soy Sauce",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Manchow Soup,"Vegetables, Soy Sauce, Garlic","Garlic, Vegetables",High Risk,"⚠️ High Risk: Contains Garlic, Vegetables. Avoid if allergic!",
Fried Wontons,"Wheat, Vegetables, Soy Sauce","Vegetables, Wheat",High Risk,"⚠️ High Risk: Contains Vegetables, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Mapo Tofu,"Tofu, Soy Sauce, Sichuan Pepper","Soy Sauce, Sichuan Pepper",High Risk,"⚠️ High Risk: Contains Soy Sauce, Sichuan Pepper. Avoid if allergic!",
Butter Naan,"Wheat, Milk, Butter, Yeast",Yeast,Medium Risk,⚠️ Medium Risk: Contains Yeast. Avoid if allergic!,
Rasgulla,"Milk, Sugar","Milk, Sugar",High Risk,"⚠️ High Risk: Contains Milk, Sugar. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk"
Mapo Tofu,"Tofu, Soy Sauce, Sichuan Pepper","Soy Sauce, Sichuan Pepper",High Risk,"⚠️ High Risk: Contains Soy Sauce, Sichuan Pepper. Avoid if allergic!",
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper","Vegetables, Tofu",High Risk,"⚠️ High Risk: Contains Vegetables, Tofu. Avoid if allergic!",
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce","Wheat, Vegetables, Soy Sauce",High Risk,"⚠️ High Risk: Contains Wheat, Vegetables, Soy Sauce. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic","Garlic, Onions",High Risk,"⚠️ High Risk: Contains Garlic, Onions. Avoid if allergic!",
Peanut Chikki,"Peanuts, Jaggery","Peanuts, Jaggery",High Risk,"⚠️ High Risk: Contains Peanuts, Jaggery. Avoid if allergic!","Sunflower Butter, Almond Butter"
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce","Vegetables, Soy Sauce",High Risk,"⚠️ High Risk: Contains Vegetables, Soy Sauce. Avoid if allergic!",
Shrimp Fried Rice,"Rice, Shrimp, Eggs, Vegetables","Vegetables, Shrimp, Eggs",High Risk,"⚠️ High Risk: Contains Vegetables, Shrimp, Eggs. Avoid if allergic!","Chia Seeds, Flaxseeds"
Schezwan Fried Rice,"Rice, Schezwan Sauce, Vegetables","Schezwan Sauce, Vegetables, Rice",High Risk,"⚠️ High Risk: Contains Schezwan Sauce, Vegetables, Rice. Avoid if allergic!",
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce",Vegetables,Medium Risk,⚠️ Medium Risk: Contains Vegetables. Avoid if allergic!,
Shrimp Fried Rice,"Rice, Shrimp, Eggs, Vegetables","Vegetables, Rice",High Risk,"⚠️ High Risk: Contains Vegetables, Rice. Avoid if allergic!",
Fried Wontons,"Wheat, Vegetables, Soy Sauce",Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper",Vegetables,Medium Risk,⚠️ Medium Risk: Contains Vegetables. Avoid if allergic!,
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper",Vegetables,Medium Risk,⚠️ Medium Risk: Contains Vegetables. Avoid if allergic!,
Butter Naan,"Wheat, Milk, Butter, Yeast","Butter, Wheat",High Risk,"⚠️ High Risk: Contains Butter, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Aloo Paratha,"Wheat, Potatoes, Spices","Potatoes, Wheat",High Risk,"⚠️ High Risk: Contains Potatoes, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic",Onions,Medium Risk,⚠️ Medium Risk: Contains Onions. Avoid if allergic!,
Manchow Soup,"Vegetables, Soy Sauce, Garlic","Vegetables, Soy Sauce, Garlic",High Risk,"⚠️ High Risk: Contains Vegetables, Soy Sauce, Garlic. Avoid if allergic!",
Chicken Biryani,"Rice, Chicken, Spices","Spices, Rice, Chicken",High Risk,"⚠️ High Risk: Contains Spices, Rice, Chicken. Avoid if allergic!",
Dhokla,"Chickpea Flour, Yogurt",Yogurt,Medium Risk,⚠️ Medium Risk: Contains Yogurt. Avoid if allergic!,
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper","Beef, Sichuan Pepper",High Risk,"⚠️ High Risk: Contains Beef, Sichuan Pepper. Avoid if allergic!",
Schezwan Fried Rice,"Rice, Schezwan Sauce, Vegetables",Vegetables,Medium Risk,⚠️ Medium Risk: Contains Vegetables. Avoid if allergic!,
Spring Rolls,"Wheat, Vegetables, Soy Sauce","Wheat, Soy Sauce, Vegetables",High Risk,"⚠️ High Risk: Contains Wheat, Soy Sauce, Vegetables. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Chicken 65,"Chicken, Cornflour, Spices","Spices, Chicken, Cornflour",High Risk,"⚠️ High Risk: Contains Spices, Chicken, Cornflour. Avoid if allergic!",
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper","Vegetables, Beef",High Risk,"⚠️ High Risk: Contains Vegetables, Beef. Avoid if allergic!",
Paneer Tikka,"Paneer, Yogurt, Spices",Spices,Medium Risk,⚠️ Medium Risk: Contains Spices. Avoid if allergic!,
Spring Rolls,"Wheat, Vegetables, Soy Sauce","Vegetables, Wheat",High Risk,"⚠️ High Risk: Contains Vegetables, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Chicken 65,"Chicken, Cornflour, Spices","Cornflour, Chicken",High Risk,"⚠️ High Risk: Contains Cornflour, Chicken. Avoid if allergic!",
Pav Bhaji,"Vegetables, Butter, Bread","Bread, Butter, Vegetables",High Risk,"⚠️ High Risk: Contains Bread, Butter, Vegetables. Avoid if allergic!",
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic","Lentils, Garlic",High Risk,"⚠️ High Risk: Contains Lentils, Garlic. Avoid if allergic!",
Spring Rolls,"Wheat, Vegetables, Soy Sauce","Soy Sauce, Wheat, Vegetables",High Risk,"⚠️ High Risk: Contains Soy Sauce, Wheat, Vegetables. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Chicken Biryani,"Rice, Chicken, Spices",Spices,Medium Risk,⚠️ Medium Risk: Contains Spices. Avoid if allergic!,
Idli Sambar,"Rice, Lentils, Vegetables","Vegetables, Lentils",High Risk,"⚠️ High Risk: Contains Vegetables, Lentils. Avoid if allergic!",
Peking Duck,"Duck, Soy Sauce, Hoisin Sauce","Hoisin Sauce, Soy Sauce",High Risk,"⚠️ High Risk: Contains Hoisin Sauce, Soy Sauce. Avoid if allergic!",
Butter Naan,"Wheat, Milk, Butter, Yeast",Butter,Medium Risk,⚠️ Medium Risk: Contains Butter. Avoid if allergic!,
Momos,"Wheat, Vegetables, Chicken","Wheat, Chicken",High Risk,"⚠️ High Risk: Contains Wheat, Chicken. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Idli Sambar,"Rice, Lentils, Vegetables",Vegetables,Medium Risk,⚠️ Medium Risk: Contains Vegetables. Avoid if allergic!,
Idli Sambar,"Rice, Lentils, Vegetables",Rice,Medium Risk,⚠️ Medium Risk: Contains Rice. Avoid if allergic!,
Pav Bhaji,"Vegetables, Butter, Bread","Vegetables, Bread",High Risk,"⚠️ High Risk: Contains Vegetables, Bread. Avoid if allergic!",
Rajma Chawal,"Kidney Beans, Rice, Spices",Spices,Medium Risk,⚠️ Medium Risk: Contains Spices. Avoid if allergic!,
Paneer Tikka,"Paneer, Yogurt, Spices","Yogurt, Spices",High Risk,"⚠️ High Risk: Contains Yogurt, Spices. Avoid if allergic!",
Malai Kofta,"Paneer, Cream, Spices","Spices, Cream, Paneer",High Risk,"⚠️ High Risk: Contains Spices, Cream, Paneer. Avoid if allergic!",
Schezwan Fried Rice,"Rice, Schezwan Sauce, Vegetables","Schezwan Sauce, Rice",High Risk,"⚠️ High Risk: Contains Schezwan Sauce, Rice. Avoid if allergic!",
Butter Naan,"Wheat, Milk, Butter, Yeast","Butter, Milk",High Risk,"⚠️ High Risk: Contains Butter, Milk. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk"
Butter Naan,"Wheat, Milk, Butter, Yeast",Butter,Medium Risk,⚠️ Medium Risk: Contains Butter. Avoid if allergic!,
Shrimp Fried Rice,"Rice, Shrimp, Eggs, Vegetables","Vegetables, Rice, Eggs",High Risk,"⚠️ High Risk: Contains Vegetables, Rice, Eggs. Avoid if allergic!","Chia Seeds, Flaxseeds"
Idli Sambar,"Rice, Lentils, Vegetables","Vegetables, Rice",High Risk,"⚠️ High Risk: Contains Vegetables, Rice. Avoid if allergic!",
Momos,"Wheat, Vegetables, Chicken","Chicken, Vegetables",High Risk,"⚠️ High Risk: Contains Chicken, Vegetables. Avoid if allergic!",
Idli Sambar,"Rice, Lentils, Vegetables","Rice, Lentils",High Risk,"⚠️ High Risk: Contains Rice, Lentils. Avoid if allergic!",
Momos,"Wheat, Vegetables, Chicken","Vegetables, Chicken",High Risk,"⚠️ High Risk: Contains Vegetables, Chicken. Avoid if allergic!",
Masala Dosa,"Rice, Lentils, Potatoes","Rice, Lentils, Potatoes",High Risk,"⚠️ High Risk: Contains Rice, Lentils, Potatoes. Avoid if allergic!",
Fried Wontons,"Wheat, Vegetables, Soy Sauce","Vegetables, Wheat",High Risk,"⚠️ High Risk: Contains Vegetables, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Chicken 65,"Chicken, Cornflour, Spices",Spices,Medium Risk,⚠️ Medium Risk: Contains Spices. Avoid if allergic!,
Peanut Chikki,"Peanuts, Jaggery",Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Rasgulla,"Milk, Sugar",Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Peanut Chikki,"Peanuts, Jaggery",Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Shrimp Fried Rice,"Rice, Shrimp, Eggs, Vegetables","Vegetables, Shrimp, Eggs",High Risk,"⚠️ High Risk: Contains Vegetables, Shrimp, Eggs. Avoid if allergic!","Chia Seeds, Flaxseeds"
Chow Mein,"Wheat, Vegetables, Soy Sauce","Vegetables, Soy Sauce, Wheat",High Risk,"⚠️ High Risk: Contains Vegetables, Soy Sauce, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
