Food Name,Ingredients,Detected Allergens,Risk Level,Notes,Alternative Suggestions
Fried Wontons,"Soy, Shellfish, Tree Nuts","Soy, Shellfish, Tree Nuts",High Risk,"⚠️ High Risk: Contains Soy, Shellfish, Tree Nuts. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Mushrooms, Tofu, Seeds (Sunflower, Pumpkin)"
Shrimp Fried Rice,"Milk, Tree Nuts, Wheat","Milk, Tree Nuts, Wheat",High Risk,"⚠️ High Risk: Contains Milk, Tree Nuts, Wheat. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Seeds (Sunflower, Pumpkin), Gluten-Free Flour, Rice Flour"
Tandoori Chicken,"Soy, Peanuts, Eggs","Soy, Peanuts, Eggs",High Risk,"⚠️ High Risk: Contains Soy, Peanuts, Eggs. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Sunflower Butter, Almond Butter, Chia Seeds, Flaxseeds"
Idli Sambar,Soy,Soy,Medium Risk,⚠️ Medium Risk: Contains Soy. Avoid if allergic!,"Coconut Aminos, Tamari Sauce"
Chow Mein,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Rasgulla,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Momos,"Wheat, Peanuts, Shellfish","Wheat, Peanuts, Shellfish",High Risk,"⚠️ High Risk: Contains Wheat, Peanuts, Shellfish. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Sunflower Butter, Almond Butter, Mushrooms, Tofu"
Spring Rolls,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Fish Curry,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Veg Hakka Noodles,"Peanuts, Gluten","Peanuts, Gluten",High Risk,"⚠️ High Risk: Contains Peanuts, Gluten. Avoid if allergic!","Sunflower Butter, Almond Butter, Gluten-Free Wrap, Rice Paper"
Tandoori Chicken,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Tandoori Chicken,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Sichuan Hot Pot,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Momos,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Chow Mein,"Eggs, Soy, Milk","Eggs, Soy, Milk",High Risk,"⚠️ High Risk: Contains Eggs, Soy, Milk. Avoid if allergic!","Chia Seeds, Flaxseeds, Coconut Aminos, Tamari Sauce, Almond Milk, Cashew Cream, Soy Milk"
Veg Hakka Noodles,"Gluten, Tree Nuts, Wheat","Gluten, Tree Nuts, Wheat",High Risk,"⚠️ High Risk: Contains Gluten, Tree Nuts, Wheat. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Seeds (Sunflower, Pumpkin), Gluten-Free Flour, Rice Flour"
Fish Curry,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Momos,"Soy, Wheat, Shellfish","Soy, Wheat, Shellfish",High Risk,"⚠️ High Risk: Contains Soy, Wheat, Shellfish. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Gluten-Free Flour, Rice Flour, Mushrooms, Tofu"
Momos,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Chow Mein,"Soy, Gluten","Soy, Gluten",High Risk,"⚠️ High Risk: Contains Soy, Gluten. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Gluten-Free Wrap, Rice Paper"
Pav Bhaji,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Idli Sambar,"Wheat, Shellfish, Gluten","Wheat, Shellfish, Gluten",High Risk,"⚠️ High Risk: Contains Wheat, Shellfish, Gluten. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Mushrooms, Tofu, Gluten-Free Wrap, Rice Paper"
Shrimp Fried Rice,"Peanuts, Tree Nuts, Shellfish","Peanuts, Tree Nuts, Shellfish",High Risk,"⚠️ High Risk: Contains Peanuts, Tree Nuts, Shellfish. Avoid if allergic!","Sunflower Butter, Almond Butter, Seeds (Sunflower, Pumpkin), Mushrooms, Tofu"
Manchow Soup,"Gluten, Eggs, Milk","Gluten, Eggs, Milk",High Risk,"⚠️ High Risk: Contains Gluten, Eggs, Milk. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Chia Seeds, Flaxseeds, Almond Milk, Cashew Cream, Soy Milk"
Spring Rolls,"Soy, Tree Nuts","Soy, Tree Nuts",High Risk,"⚠️ High Risk: Contains Soy, Tree Nuts. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Seeds (Sunflower, Pumpkin)"
Chicken 65,"Peanuts, Wheat","Peanuts, Wheat",High Risk,"⚠️ High Risk: Contains Peanuts, Wheat. Avoid if allergic!","Sunflower Butter, Almond Butter, Gluten-Free Flour, Rice Flour"
Dhokla,"Eggs, Tree Nuts, Peanuts","Eggs, Tree Nuts, Peanuts",High Risk,"⚠️ High Risk: Contains Eggs, Tree Nuts, Peanuts. Avoid if allergic!","Chia Seeds, Flaxseeds, Seeds (Sunflower, Pumpkin), Sunflower Butter, Almond Butter"
Peking Duck,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Palak Paneer,"Peanuts, Milk, Shellfish","Peanuts, Milk, Shellfish",High Risk,"⚠️ High Risk: Contains Peanuts, Milk, Shellfish. Avoid if allergic!","Sunflower Butter, Almond Butter, Almond Milk, Cashew Cream, Soy Milk, Mushrooms, Tofu"
Idli Sambar,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Masala Dosa,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Chicken 65,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Kung Pao Chicken,"Gluten, Soy, Milk","Gluten, Soy, Milk",High Risk,"⚠️ High Risk: Contains Gluten, Soy, Milk. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Coconut Aminos, Tamari Sauce, Almond Milk, Cashew Cream, Soy Milk"
Butter Naan,"Wheat, Gluten","Wheat, Gluten",High Risk,"⚠️ High Risk: Contains Wheat, Gluten. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Gluten-Free Wrap, Rice Paper"
Butter Naan,"Tree Nuts, Wheat, Eggs","Tree Nuts, Wheat, Eggs",High Risk,"⚠️ High Risk: Contains Tree Nuts, Wheat, Eggs. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Gluten-Free Flour, Rice Flour, Chia Seeds, Flaxseeds"
Veg Hakka Noodles,"Shellfish, Tree Nuts, Wheat","Shellfish, Tree Nuts, Wheat",High Risk,"⚠️ High Risk: Contains Shellfish, Tree Nuts, Wheat. Avoid if allergic!","Mushrooms, Tofu, Seeds (Sunflower, Pumpkin), Gluten-Free Flour, Rice Flour"
Rasgulla,"Tree Nuts, Wheat","Tree Nuts, Wheat",High Risk,"⚠️ High Risk: Contains Tree Nuts, Wheat. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Gluten-Free Flour, Rice Flour"
Shrimp Fried Rice,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Malai Kofta,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Gobi Manchurian,"Tree Nuts, Eggs, Soy","Tree Nuts, Eggs, Soy",High Risk,"⚠️ High Risk: Contains Tree Nuts, Eggs, Soy. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Chia Seeds, Flaxseeds, Coconut Aminos, Tamari Sauce"
Dhokla,"Eggs, Soy","Eggs, Soy",High Risk,"⚠️ High Risk: Contains Eggs, Soy. Avoid if allergic!","Chia Seeds, Flaxseeds, Coconut Aminos, Tamari Sauce"
Masala Dosa,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Veg Hakka Noodles,"Shellfish, Peanuts","Shellfish, Peanuts",High Risk,"⚠️ High Risk: Contains Shellfish, Peanuts. Avoid if allergic!","Mushrooms, Tofu, Sunflower Butter, Almond Butter"
Dal Tadka,"Gluten, Milk, Shellfish","Gluten, Milk, Shellfish",High Risk,"⚠️ High Risk: Contains Gluten, Milk, Shellfish. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Almond Milk, Cashew Cream, Soy Milk, Mushrooms, Tofu"
Peanut Chikki,"Peanuts, Gluten, Tree Nuts","Peanuts, Gluten, Tree Nuts",High Risk,"⚠️ High Risk: Contains Peanuts, Gluten, Tree Nuts. Avoid if allergic!","Sunflower Butter, Almond Butter, Gluten-Free Wrap, Rice Paper, Seeds (Sunflower, Pumpkin)"
Pav Bhaji,"Wheat, Tree Nuts, Peanuts","Wheat, Tree Nuts, Peanuts",High Risk,"⚠️ High Risk: Contains Wheat, Tree Nuts, Peanuts. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Seeds (Sunflower, Pumpkin), Sunflower Butter, Almond Butter"
Gobi Manchurian,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Schezwan Fried Rice,"Soy, Gluten","Soy, Gluten",High Risk,"⚠️ High Risk: Contains Soy, Gluten. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Gluten-Free Wrap, Rice Paper"
Manchow Soup,"Shellfish, Wheat, Peanuts","Shellfish, Wheat, Peanuts",High Risk,"⚠️ High Risk: Contains Shellfish, Wheat, Peanuts. Avoid if allergic!","Mushrooms, Tofu, Gluten-Free Flour, Rice Flour, Sunflower Butter, Almond Butter"
Sichuan Hot Pot,"Tree Nuts, Shellfish","Tree Nuts, Shellfish",High Risk,"⚠️ High Risk: Contains Tree Nuts, Shellfish. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Mushrooms, Tofu"
Malai Kofta,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Tandoori Chicken,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Paneer Tikka,"Soy, Eggs","Soy, Eggs",High Risk,"⚠️ High Risk: Contains Soy, Eggs. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Chia Seeds, Flaxseeds"
Peanut Chikki,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Rasgulla,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Chicken 65,"Wheat, Gluten","Wheat, Gluten",High Risk,"⚠️ High Risk: Contains Wheat, Gluten. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Gluten-Free Wrap, Rice Paper"
Mapo Tofu,"Eggs, Soy","Eggs, Soy",High Risk,"⚠️ High Risk: Contains Eggs, Soy. Avoid if allergic!","Chia Seeds, Flaxseeds, Coconut Aminos, Tamari Sauce"
Aloo Paratha,"Eggs, Soy, Wheat","Eggs, Soy, Wheat",High Risk,"⚠️ High Risk: Contains Eggs, Soy, Wheat. Avoid if allergic!","Chia Seeds, Flaxseeds, Coconut Aminos, Tamari Sauce, Gluten-Free Flour, Rice Flour"
Idli Sambar,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Butter Naan,"Soy, Peanuts","Soy, Peanuts",High Risk,"⚠️ High Risk: Contains Soy, Peanuts. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Sunflower Butter, Almond Butter"
Masala Dosa,"Gluten, Wheat","Gluten, Wheat",High Risk,"⚠️ High Risk: Contains Gluten, Wheat. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Gluten-Free Flour, Rice Flour"
Malai Kofta,"Shellfish, Milk","Shellfish, Milk",High Risk,"⚠️ High Risk: Contains Shellfish, Milk. Avoid if allergic!","Mushrooms, Tofu, Almond Milk, Cashew Cream, Soy Milk"
Chilli Paneer,"Wheat, Milk","Wheat, Milk",High Risk,"⚠️ High Risk: Contains Wheat, Milk. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Almond Milk, Cashew Cream, Soy Milk"
Aloo Paratha,"Wheat, Soy","Wheat, Soy",High Risk,"⚠️ High Risk: Contains Wheat, Soy. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Coconut Aminos, Tamari Sauce"
Dhokla,"Soy, Eggs","Soy, Eggs",High Risk,"⚠️ High Risk: Contains Soy, Eggs. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Chia Seeds, Flaxseeds"
Malai Kofta,"Tree Nuts, Wheat, Peanuts","Tree Nuts, Wheat, Peanuts",High Risk,"⚠️ High Risk: Contains Tree Nuts, Wheat, Peanuts. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Gluten-Free Flour, Rice Flour, Sunflower Butter, Almond Butter"
Paneer Tikka,"Shellfish, Gluten, Milk","Shellfish, Gluten, Milk",High Risk,"⚠️ High Risk: Contains Shellfish, Gluten, Milk. Avoid if allergic!","Mushrooms, Tofu, Gluten-Free Wrap, Rice Paper, Almond Milk, Cashew Cream, Soy Milk"
Dhokla,"Gluten, Milk","Gluten, Milk",High Risk,"⚠️ High Risk: Contains Gluten, Milk. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Almond Milk, Cashew Cream, Soy Milk"
Masala Dosa,"Shellfish, Tree Nuts","Shellfish, Tree Nuts",High Risk,"⚠️ High Risk: Contains Shellfish, Tree Nuts. Avoid if allergic!","Mushrooms, Tofu, Seeds (Sunflower, Pumpkin)"
Dhokla,"Wheat, Peanuts","Wheat, Peanuts",High Risk,"⚠️ High Risk: Contains Wheat, Peanuts. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Sunflower Butter, Almond Butter"
Fried Wontons,"Wheat, Gluten","Wheat, Gluten",High Risk,"⚠️ High Risk: Contains Wheat, Gluten. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Gluten-Free Wrap, Rice Paper"
Idli Sambar,"Peanuts, Soy","Peanuts, Soy",High Risk,"⚠️ High Risk: Contains Peanuts, Soy. Avoid if allergic!","Sunflower Butter, Almond Butter, Coconut Aminos, Tamari Sauce"
Pav Bhaji,"Gluten, Shellfish","Gluten, Shellfish",High Risk,"⚠️ High Risk: Contains Gluten, Shellfish. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Mushrooms, Tofu"
Dhokla,"Gluten, Soy","Gluten, Soy",High Risk,"⚠️ High Risk: Contains Gluten, Soy. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Coconut Aminos, Tamari Sauce"
Kung Pao Chicken,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Dhokla,"Peanuts, Gluten","Peanuts, Gluten",High Risk,"⚠️ High Risk: Contains Peanuts, Gluten. Avoid if allergic!","Sunflower Butter, Almond Butter, Gluten-Free Wrap, Rice Paper"
Chilli Paneer,"Peanuts, Wheat","Peanuts, Wheat",High Risk,"⚠️ High Risk: Contains Peanuts, Wheat. Avoid if allergic!","Sunflower Butter, Almond Butter, Gluten-Free Flour, Rice Flour"
Shrimp Fried Rice,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Pav Bhaji,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Sichuan Hot Pot,"Wheat, Gluten","Wheat, Gluten",High Risk,"⚠️ High Risk: Contains Wheat, Gluten. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Gluten-Free Wrap, Rice Paper"
Momos,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Dhokla,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Malai Kofta,"Milk, Gluten, Eggs","Milk, Gluten, Eggs",High Risk,"⚠️ High Risk: Contains Milk, Gluten, Eggs. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Wrap, Rice Paper, Chia Seeds, Flaxseeds"
Veg Hakka Noodles,"Milk, Wheat, Gluten","Milk, Wheat, Gluten",High Risk,"⚠️ High Risk: Contains Milk, Wheat, Gluten. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Flour, Rice Flour, Gluten-Free Wrap, Rice Paper"
Chicken 65,"Wheat, Milk, Peanuts","Wheat, Milk, Peanuts",High Risk,"⚠️ High Risk: Contains Wheat, Milk, Peanuts. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Almond Milk, Cashew Cream, Soy Milk, Sunflower Butter, Almond Butter"
Gobi Manchurian,"Peanuts, Tree Nuts","Peanuts, Tree Nuts",High Risk,"⚠️ High Risk: Contains Peanuts, Tree Nuts. Avoid if allergic!","Sunflower Butter, Almond Butter, Seeds (Sunflower, Pumpkin)"
Momos,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Peanut Chikki,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Fish Curry,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Momos,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Gobi Manchurian,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Chicken Biryani,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Momos,"Peanuts, Wheat, Eggs","Peanuts, Wheat, Eggs",High Risk,"⚠️ High Risk: Contains Peanuts, Wheat, Eggs. Avoid if allergic!","Sunflower Butter, Almond Butter, Gluten-Free Flour, Rice Flour, Chia Seeds, Flaxseeds"
Chow Mein,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Veg Hakka Noodles,"Wheat, Soy, Peanuts","Wheat, Soy, Peanuts",High Risk,"⚠️ High Risk: Contains Wheat, Soy, Peanuts. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Coconut Aminos, Tamari Sauce, Sunflower Butter, Almond Butter"
Veg Hakka Noodles,"Peanuts, Wheat, Tree Nuts","Peanuts, Wheat, Tree Nuts",High Risk,"⚠️ High Risk: Contains Peanuts, Wheat, Tree Nuts. Avoid if allergic!","Sunflower Butter, Almond Butter, Gluten-Free Flour, Rice Flour, Seeds (Sunflower, Pumpkin)"
Kung Pao Chicken,"Gluten, Wheat","Gluten, Wheat",High Risk,"⚠️ High Risk: Contains Gluten, Wheat. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Gluten-Free Flour, Rice Flour"
Rajma Chawal,"Eggs, Milk, Peanuts","Eggs, Milk, Peanuts",High Risk,"⚠️ High Risk: Contains Eggs, Milk, Peanuts. Avoid if allergic!","Chia Seeds, Flaxseeds, Almond Milk, Cashew Cream, Soy Milk, Sunflower Butter, Almond Butter"
Rasgulla,"Peanuts, Soy","Peanuts, Soy",High Risk,"⚠️ High Risk: Contains Peanuts, Soy. Avoid if allergic!","Sunflower Butter, Almond Butter, Coconut Aminos, Tamari Sauce"
Peking Duck,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Tandoori Chicken,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Shrimp Fried Rice,"Milk, Peanuts, Soy","Milk, Peanuts, Soy",High Risk,"⚠️ High Risk: Contains Milk, Peanuts, Soy. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Sunflower Butter, Almond Butter, Coconut Aminos, Tamari Sauce"
Chicken Biryani,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Dal Tadka,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Mapo Tofu,"Soy, Peanuts","Soy, Peanuts",High Risk,"⚠️ High Risk: Contains Soy, Peanuts. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Sunflower Butter, Almond Butter"
Chicken Biryani,"Eggs, Gluten, Milk","Eggs, Gluten, Milk",High Risk,"⚠️ High Risk: Contains Eggs, Gluten, Milk. Avoid if allergic!","Chia Seeds, Flaxseeds, Gluten-Free Wrap, Rice Paper, Almond Milk, Cashew Cream, Soy Milk"
Paneer Tikka,"Shellfish, Wheat","Shellfish, Wheat",High Risk,"⚠️ High Risk: Contains Shellfish, Wheat. Avoid if allergic!","Mushrooms, Tofu, Gluten-Free Flour, Rice Flour"
Schezwan Fried Rice,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Tandoori Chicken,"Milk, Soy, Gluten","Milk, Soy, Gluten",High Risk,"⚠️ High Risk: Contains Milk, Soy, Gluten. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Coconut Aminos, Tamari Sauce, Gluten-Free Wrap, Rice Paper"
Chicken 65,"Soy, Wheat","Soy, Wheat",High Risk,"⚠️ High Risk: Contains Soy, Wheat. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Gluten-Free Flour, Rice Flour"
Mapo Tofu,"Peanuts, Gluten","Peanuts, Gluten",High Risk,"⚠️ High Risk: Contains Peanuts, Gluten. Avoid if allergic!","Sunflower Butter, Almond Butter, Gluten-Free Wrap, Rice Paper"
Shrimp Fried Rice,"Peanuts, Eggs, Soy","Peanuts, Eggs, Soy",High Risk,"⚠️ High Risk: Contains Peanuts, Eggs, Soy. Avoid if allergic!","Sunflower Butter, Almond Butter, Chia Seeds, Flaxseeds, Coconut Aminos, Tamari Sauce"
Spring Rolls,"Wheat, Eggs, Shellfish","Wheat, Eggs, Shellfish",High Risk,"⚠️ High Risk: Contains Wheat, Eggs, Shellfish. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Chia Seeds, Flaxseeds, Mushrooms, Tofu"
Schezwan Fried Rice,"Tree Nuts, Milk","Tree Nuts, Milk",High Risk,"⚠️ High Risk: Contains Tree Nuts, Milk. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Almond Milk, Cashew Cream, Soy Milk"
Palak Paneer,"Shellfish, Milk, Gluten","Shellfish, Milk, Gluten",High Risk,"⚠️ High Risk: Contains Shellfish, Milk, Gluten. Avoid if allergic!","Mushrooms, Tofu, Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Wrap, Rice Paper"
Tandoori Chicken,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Mapo Tofu,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Peking Duck,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Chow Mein,"Wheat, Shellfish, Tree Nuts","Wheat, Shellfish, Tree Nuts",High Risk,"⚠️ High Risk: Contains Wheat, Shellfish, Tree Nuts. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Mushrooms, Tofu, Seeds (Sunflower, Pumpkin)"
Shrimp Fried Rice,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Masala Dosa,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Butter Naan,Soy,Soy,Medium Risk,⚠️ Medium Risk: Contains Soy. Avoid if allergic!,"Coconut Aminos, Tamari Sauce"
Paneer Tikka,Soy,Soy,Medium Risk,⚠️ Medium Risk: Contains Soy. Avoid if allergic!,"Coconut Aminos, Tamari Sauce"
Shrimp Fried Rice,"Soy, Wheat","Soy, Wheat",High Risk,"⚠️ High Risk: Contains Soy, Wheat. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Gluten-Free Flour, Rice Flour"
Dhokla,"Milk, Soy","Milk, Soy",High Risk,"⚠️ High Risk: Contains Milk, Soy. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Coconut Aminos, Tamari Sauce"
Chicken Biryani,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Peking Duck,"Milk, Gluten, Tree Nuts","Milk, Gluten, Tree Nuts",High Risk,"⚠️ High Risk: Contains Milk, Gluten, Tree Nuts. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Wrap, Rice Paper, Seeds (Sunflower, Pumpkin)"
